URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCLF,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
146151,937,3585,State-funded primary,186,85,101,45.7%,54.3%,3,1.6%,17,9.1%,15,171,0,8.1%,91.9%,0.0%,44,44,186,23.7%
146152,815,2392,State-funded primary,109,63,46,57.8%,42.2%,4,3.7%,11,10.1%,6,103,0,5.5%,94.5%,0.0%,17,17,95,17.9%
146153,838,3004,State-funded primary,203,102,101,50.2%,49.8%,4,2.0%,30,14.8%,14,189,0,6.9%,93.1%,0.0%,47,47,203,23.2%
146154,874,3076,State-funded primary,379,193,186,50.9%,49.1%,16,4.2%,45,11.9%,59,320,0,15.6%,84.4%,0.0%,47,48,379,12.7%
146155,861,3020,State-funded primary,227,116,111,51.1%,48.9%,4,1.8%,23,10.1%,103,124,0,45.4%,54.6%,0.0%,104,92,201,45.8%
146156,351,3009,State-funded primary,440,221,219,50.2%,49.8%,15,3.4%,43,9.8%,344,96,0,78.2%,21.8%,0.0%,86,86,388,22.2%
146157,881,2833,State-funded primary,437,227,210,51.9%,48.1%,6,1.4%,99,22.7%,177,255,5,40.5%,58.4%,1.1%,115,136,398,34.2%
146158,856,3420,State-funded primary,627,302,325,48.2%,51.8%,5,0.8%,80,12.8%,281,343,3,44.8%,54.7%,0.5%,64,64,627,10.2%
146160,319,2012,State-funded primary,485,245,240,50.5%,49.5%,17,3.5%,69,14.2%,296,189,0,61.0%,39.0%,0.0%,99,102,440,23.2%
146161,811,2755,State-funded primary,193,80,113,41.5%,58.5%,2,1.0%,10,5.2%,1,192,0,0.5%,99.5%,0.0%,12,11,179,6.1%
146164,894,6011,Independent school,32,7,25,21.9%,78.1%,31,96.9%,1,3.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146166,865,6051,Independent school,32,13,19,40.6%,59.4%,32,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146167,878,6074,Independent school,53,16,37,30.2%,69.8%,53,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146170,940,3048,State-funded primary,345,180,165,52.2%,47.8%,5,1.4%,49,14.2%,33,312,0,9.6%,90.4%,0.0%,56,57,345,16.5%
146171,937,3586,State-funded primary,394,190,204,48.2%,51.8%,6,1.5%,61,15.5%,10,383,1,2.5%,97.2%,0.3%,87,90,350,25.7%
146173,935,2100,State-funded primary,49,24,25,49.0%,51.0%,3,6.1%,14,28.6%,1,48,0,2.0%,98.0%,0.0%,2,3,49,6.1%
146174,811,3035,State-funded primary,84,35,49,41.7%,58.3%,3,3.6%,10,11.9%,3,81,0,3.6%,96.4%,0.0%,7,7,76,9.2%
146175,935,3091,State-funded primary,85,52,33,61.2%,38.8%,1,1.2%,13,15.3%,1,84,0,1.2%,98.8%,0.0%,33,33,85,38.8%
146176,310,3508,State-funded primary,414,206,208,49.8%,50.2%,5,1.2%,43,10.4%,222,192,0,53.6%,46.4%,0.0%,23,25,414,6.0%
146177,357,2080,State-funded primary,392,186,206,47.4%,52.6%,18,4.6%,54,13.8%,100,292,0,25.5%,74.5%,0.0%,188,191,368,51.9%
146178,310,3505,State-funded primary,627,300,327,47.8%,52.2%,19,3.0%,54,8.6%,296,331,0,47.2%,52.8%,0.0%,44,45,627,7.2%
146179,304,3511,State-funded primary,230,127,103,55.2%,44.8%,9,3.9%,36,15.7%,145,85,0,63.0%,37.0%,0.0%,49,52,205,25.4%
146180,855,3342,State-funded primary,200,90,110,45.0%,55.0%,3,1.5%,22,11.0%,47,152,1,23.5%,76.0%,0.5%,39,39,200,19.5%
146181,881,5247,State-funded primary,333,153,180,45.9%,54.1%,11,3.3%,24,7.2%,3,330,0,0.9%,99.1%,0.0%,21,30,333,9.0%
146182,357,6006,Independent school,2,0,2,0.0%,100.0%,2,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146183,893,2092,State-funded primary,358,164,194,45.8%,54.2%,14,3.9%,37,10.3%,38,320,0,10.6%,89.4%,0.0%,49,49,358,13.7%
146185,311,3000,State-funded primary,90,48,42,53.3%,46.7%,5,5.6%,17,18.9%,4,83,3,4.4%,92.2%,3.3%,21,21,90,23.3%
146187,343,2063,State-funded primary,208,111,97,53.4%,46.6%,6,2.9%,57,27.4%,25,183,0,12.0%,88.0%,0.0%,103,102,191,53.4%
146189,356,3516,State-funded primary,224,104,120,46.4%,53.6%,5,2.2%,10,4.5%,13,211,0,5.8%,94.2%,0.0%,10,10,204,4.9%
146190,210,7048,State-funded special school,115,17,98,14.8%,85.2%,115,100.0%,0,0.0%,32,83,0,27.8%,72.2%,0.0%,70,45,69,65.2%
146191,212,2231,State-funded primary,276,151,125,54.7%,45.3%,9,3.3%,73,26.4%,154,122,0,55.8%,44.2%,0.0%,103,86,199,43.2%
146194,336,2115,State-funded primary,430,206,224,47.9%,52.1%,6,1.4%,74,17.2%,33,396,1,7.7%,92.1%,0.2%,79,79,398,19.8%
146195,881,2685,State-funded primary,201,96,105,47.8%,52.2%,3,1.5%,35,17.4%,1,200,0,0.5%,99.5%,0.0%,26,26,201,12.9%
146196,856,4721,State-funded secondary,1148,594,554,51.7%,48.3%,14,1.2%,121,10.5%,692,432,24,60.3%,37.6%,2.1%,167,157,957,16.4%
146198,380,4073,State-funded secondary,872,354,518,40.6%,59.4%,6,0.7%,105,12.0%,202,653,17,23.2%,74.9%,1.9%,286,300,872,34.4%
146199,937,2065,State-funded primary,171,89,82,52.0%,48.0%,2,1.2%,30,17.5%,33,138,0,19.3%,80.7%,0.0%,71,69,146,47.3%
146200,878,6075,Independent school,63,7,56,11.1%,88.9%,63,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146201,860,7042,State-funded special school,129,34,95,26.4%,73.6%,129,100.0%,0,0.0%,5,124,0,3.9%,96.1%,0.0%,51,56,128,43.8%
146202,896,2182,State-funded primary,155,79,76,51.0%,49.0%,4,2.6%,20,12.9%,2,153,0,1.3%,98.7%,0.0%,16,17,155,11.0%
146203,925,2061,State-funded primary,301,154,147,51.2%,48.8%,15,5.0%,40,13.3%,7,294,0,2.3%,97.7%,0.0%,56,57,301,18.9%
146204,381,1101,State-funded AP school,66,21,45,31.8%,68.2%,5,7.6%,61,92.4%,9,57,0,13.6%,86.4%,0.0%,47,48,66,72.7%
146205,925,2241,State-funded primary,205,108,97,52.7%,47.3%,5,2.4%,33,16.1%,20,185,0,9.8%,90.2%,0.0%,42,48,205,23.4%
146208,940,2236,State-funded primary,243,118,125,48.6%,51.4%,8,3.3%,35,14.4%,45,198,0,18.5%,81.5%,0.0%,102,102,243,42.0%
146209,940,4027,State-funded secondary,892,463,429,51.9%,48.1%,13,1.5%,85,9.5%,100,792,0,11.2%,88.8%,0.0%,195,191,796,24.0%
146210,881,2529,State-funded primary,180,91,89,50.6%,49.4%,8,4.4%,17,9.4%,55,125,0,30.6%,69.4%,0.0%,8,8,180,4.4%
146211,830,2370,State-funded primary,607,288,319,47.4%,52.6%,16,2.6%,67,11.0%,42,565,0,6.9%,93.1%,0.0%,114,108,572,18.9%
146212,304,7009,State-funded special school,323,110,213,34.1%,65.9%,323,100.0%,0,0.0%,205,118,0,63.5%,36.5%,0.0%,126,104,259,40.2%
146213,383,2463,State-funded primary,211,113,98,53.6%,46.4%,1,0.5%,20,9.5%,4,207,0,1.9%,98.1%,0.0%,15,15,211,7.1%
146214,212,2301,State-funded primary,197,106,91,53.8%,46.2%,10,5.1%,29,14.7%,55,142,0,27.9%,72.1%,0.0%,132,134,197,68.0%
146215,383,3923,State-funded primary,487,232,255,47.6%,52.4%,1,0.2%,64,13.1%,153,331,3,31.4%,68.0%,0.6%,198,203,397,51.1%
146217,383,4114,State-funded secondary,1429,704,725,49.3%,50.7%,5,0.3%,122,8.5%,179,1240,10,12.5%,86.8%,0.7%,267,259,1241,20.9%
146218,383,2465,State-funded primary,446,215,231,48.2%,51.8%,1,0.2%,68,15.2%,17,429,0,3.8%,96.2%,0.0%,64,66,413,16.0%
146219,383,2466,State-funded primary,380,179,201,47.1%,52.9%,4,1.1%,48,12.6%,30,350,0,7.9%,92.1%,0.0%,58,58,380,15.3%
146220,810,7006,State-funded special school,109,41,68,37.6%,62.4%,109,100.0%,0,0.0%,13,96,0,11.9%,88.1%,0.0%,43,41,96,42.7%
146221,209,2108,State-funded primary,418,207,211,49.5%,50.5%,18,4.3%,98,23.4%,278,140,0,66.5%,33.5%,0.0%,216,197,372,53.0%
146222,806,2370,State-funded primary,428,214,214,50.0%,50.0%,10,2.3%,30,7.0%,59,369,0,13.8%,86.2%,0.0%,50,50,374,13.4%
146223,380,2120,State-funded primary,482,256,226,53.1%,46.9%,9,1.9%,39,8.1%,448,27,7,92.9%,5.6%,1.5%,101,112,388,28.9%
146224,856,3425,State-funded primary,222,119,103,53.6%,46.4%,19,8.6%,66,29.7%,72,149,1,32.4%,67.1%,0.5%,87,87,203,42.9%
146225,306,2025,State-funded primary,195,92,103,47.2%,52.8%,1,0.5%,22,11.3%,37,158,0,19.0%,81.0%,0.0%,57,58,169,34.3%
146226,925,3330,State-funded primary,200,111,89,55.5%,44.5%,12,6.0%,44,22.0%,75,125,0,37.5%,62.5%,0.0%,54,54,200,27.0%
146227,352,2247,State-funded primary,231,122,109,52.8%,47.2%,6,2.6%,46,19.9%,70,159,2,30.3%,68.8%,0.9%,88,82,201,40.8%
146228,888,4018,State-funded secondary,1055,527,528,50.0%,50.0%,15,1.4%,129,12.2%,27,974,54,2.6%,92.3%,5.1%,308,312,1055,29.6%
146229,935,3339,State-funded primary,415,214,201,51.6%,48.4%,6,1.4%,58,14.0%,247,167,1,59.5%,40.2%,0.2%,168,170,415,41.0%
146230,881,2840,State-funded primary,168,67,101,39.9%,60.1%,3,1.8%,48,28.6%,6,162,0,3.6%,96.4%,0.0%,54,54,168,32.1%
146231,845,2130,State-funded primary,474,250,224,52.7%,47.3%,6,1.3%,77,16.2%,39,435,0,8.2%,91.8%,0.0%,130,131,422,31.0%
146232,856,4723,State-funded secondary,1086,549,537,50.6%,49.4%,10,0.9%,113,10.4%,501,568,17,46.1%,52.3%,1.6%,177,169,919,18.4%
146233,383,2453,State-funded primary,238,109,129,45.8%,54.2%,3,1.3%,43,18.1%,9,229,0,3.8%,96.2%,0.0%,18,17,209,8.1%
146234,935,3084,State-funded primary,68,32,36,47.1%,52.9%,1,1.5%,12,17.6%,3,65,0,4.4%,95.6%,0.0%,22,22,68,32.4%
146235,860,4710,State-funded secondary,593,299,294,50.4%,49.6%,16,2.7%,72,12.1%,123,470,0,20.7%,79.3%,0.0%,131,133,593,22.4%
146236,931,2151,State-funded primary,104,55,49,52.9%,47.1%,1,1.0%,14,13.5%,1,102,1,1.0%,98.1%,1.0%,8,8,104,7.7%
146237,926,4053,State-funded secondary,761,355,406,46.6%,53.4%,25,3.3%,101,13.3%,23,738,0,3.0%,97.0%,0.0%,132,137,761,18.0%
146238,830,3518,State-funded primary,230,109,121,47.4%,52.6%,4,1.7%,22,9.6%,61,169,0,26.5%,73.5%,0.0%,36,34,200,17.0%
146239,352,4276,State-funded secondary,1796,875,921,48.7%,51.3%,48,2.7%,275,15.3%,373,1337,86,20.8%,74.4%,4.8%,803,934,1796,52.0%
146241,925,3342,State-funded primary,193,101,92,52.3%,47.7%,5,2.6%,26,13.5%,149,44,0,77.2%,22.8%,0.0%,31,31,193,16.1%
146242,881,3220,State-funded primary,74,33,41,44.6%,55.4%,3,4.1%,11,14.9%,4,70,0,5.4%,94.6%,0.0%,19,21,74,28.4%
146243,933,2033,State-funded primary,75,38,37,50.7%,49.3%,3,4.0%,7,9.3%,7,65,3,9.3%,86.7%,4.0%,10,10,75,13.3%
146244,850,2616,State-funded primary,219,110,109,50.2%,49.8%,20,9.1%,44,20.1%,3,216,0,1.4%,98.6%,0.0%,99,100,219,45.7%
146245,310,4700,State-funded secondary,808,808,0,100.0%,0.0%,14,1.7%,83,10.3%,408,388,12,50.5%,48.0%,1.5%,126,149,808,18.4%
146246,310,3507,State-funded primary,416,190,226,45.7%,54.3%,10,2.4%,66,15.9%,250,166,0,60.1%,39.9%,0.0%,51,51,416,12.3%
146247,383,4046,State-funded secondary,1326,699,627,52.7%,47.3%,17,1.3%,88,6.6%,76,1250,0,5.7%,94.3%,0.0%,272,260,1145,22.7%
146248,878,2255,State-funded primary,30,9,21,30.0%,70.0%,2,6.7%,10,33.3%,0,30,0,0.0%,100.0%,0.0%,6,6,30,20.0%
146249,806,3390,State-funded primary,220,93,127,42.3%,57.7%,1,0.5%,33,15.0%,22,198,0,10.0%,90.0%,0.0%,89,90,206,43.7%
146250,942,7022,State-funded special school,189,48,141,25.4%,74.6%,188,99.5%,1,0.5%,10,179,0,5.3%,94.7%,0.0%,54,48,153,31.4%
146251,806,2175,State-funded primary,233,126,107,54.1%,45.9%,2,0.9%,21,9.0%,2,231,0,0.9%,99.1%,0.0%,28,26,200,13.0%
146252,806,2167,State-funded primary,434,214,220,49.3%,50.7%,5,1.2%,55,12.7%,9,425,0,2.1%,97.9%,0.0%,44,44,379,11.6%
146253,831,3543,State-funded primary,345,186,159,53.9%,46.1%,11,3.2%,31,9.0%,80,265,0,23.2%,76.8%,0.0%,51,50,310,16.1%
146254,878,2607,State-funded primary,76,41,35,53.9%,46.1%,3,3.9%,4,5.3%,1,75,0,1.3%,98.7%,0.0%,6,6,66,9.1%
146255,936,7061,State-funded special school,145,49,96,33.8%,66.2%,145,100.0%,0,0.0%,9,135,1,6.2%,93.1%,0.7%,57,58,145,40.0%
146256,841,3309,State-funded primary,357,177,180,49.6%,50.4%,12,3.4%,27,7.6%,84,266,7,23.5%,74.5%,2.0%,46,49,313,15.7%
146257,925,3343,State-funded primary,209,99,110,47.4%,52.6%,7,3.3%,18,8.6%,104,105,0,49.8%,50.2%,0.0%,45,47,209,22.5%
146259,936,2133,State-funded primary,310,149,161,48.1%,51.9%,6,1.9%,45,14.5%,41,269,0,13.2%,86.8%,0.0%,46,43,270,15.9%
146260,830,3509,State-funded primary,119,64,55,53.8%,46.2%,4,3.4%,19,16.0%,3,116,0,2.5%,97.5%,0.0%,32,32,119,26.9%
146261,801,3433,State-funded primary,232,136,96,58.6%,41.4%,10,4.3%,12,5.2%,86,145,1,37.1%,62.5%,0.4%,76,78,206,37.9%
146262,806,2180,State-funded primary,234,110,124,47.0%,53.0%,19,8.1%,40,17.1%,7,227,0,3.0%,97.0%,0.0%,53,53,213,24.9%
146263,800,2007,State-funded primary,280,149,131,53.2%,46.8%,8,2.9%,52,18.6%,62,213,5,22.1%,76.1%,1.8%,131,109,234,46.6%
146264,936,2041,State-funded primary,441,230,211,52.2%,47.8%,51,11.6%,65,14.7%,112,329,0,25.4%,74.6%,0.0%,127,119,403,29.5%
146266,860,2034,State-funded primary,199,113,86,56.8%,43.2%,2,1.0%,24,12.1%,90,109,0,45.2%,54.8%,0.0%,39,39,173,22.5%
146267,813,2008,State-funded primary,463,217,246,46.9%,53.1%,12,2.6%,79,17.1%,56,404,3,12.1%,87.3%,0.6%,222,222,463,47.9%
146268,330,2187,State-funded primary,449,236,213,52.6%,47.4%,5,1.1%,81,18.0%,183,263,3,40.8%,58.6%,0.7%,211,210,410,51.2%
146269,822,2010,State-funded primary,62,34,28,54.8%,45.2%,2,3.2%,18,29.0%,4,58,0,6.5%,93.5%,0.0%,14,13,54,24.1%
146270,931,2022,State-funded primary,233,124,109,53.2%,46.8%,6,2.6%,38,16.3%,36,197,0,15.5%,84.5%,0.0%,34,34,233,14.6%
146271,935,2223,State-funded primary,130,67,63,51.5%,48.5%,2,1.5%,26,20.0%,1,129,0,0.8%,99.2%,0.0%,22,24,130,18.5%
146272,860,1103,State-funded AP school,45,14,31,31.1%,68.9%,2,4.4%,43,95.6%,0,45,0,0.0%,100.0%,0.0%,28,29,45,64.4%
146273,830,2038,State-funded primary,182,70,112,38.5%,61.5%,2,1.1%,35,19.2%,1,181,0,0.5%,99.5%,0.0%,47,47,182,25.8%
146274,938,7000,State-funded special school,78,0,78,0.0%,100.0%,78,100.0%,0,0.0%,2,76,0,2.6%,97.4%,0.0%,46,47,78,60.3%
146275,870,2035,State-funded primary,336,155,181,46.1%,53.9%,26,7.7%,70,20.8%,121,207,8,36.0%,61.6%,2.4%,101,102,321,31.8%
146276,888,4023,State-funded secondary,1037,496,541,47.8%,52.2%,20,1.9%,172,16.6%,983,54,0,94.8%,5.2%,0.0%,284,293,1037,28.3%
146277,209,6005,Independent school,12,12,0,100.0%,0.0%,5,41.7%,7,58.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146278,931,2023,State-funded primary,293,159,134,54.3%,45.7%,17,5.8%,52,17.7%,85,208,0,29.0%,71.0%,0.0%,118,121,264,45.8%
146279,925,2049,State-funded primary,133,60,73,45.1%,54.9%,2,1.5%,8,6.0%,17,116,0,12.8%,87.2%,0.0%,23,23,133,17.3%
146280,935,2224,State-funded primary,190,93,97,48.9%,51.1%,4,2.1%,50,26.3%,34,156,0,17.9%,82.1%,0.0%,68,68,158,43.0%
146281,380,2046,State-funded primary,278,137,141,49.3%,50.7%,3,1.1%,30,10.8%,39,237,2,14.0%,85.3%,0.7%,46,46,258,17.8%
146282,888,4024,State-funded secondary,693,349,344,50.4%,49.6%,8,1.2%,46,6.6%,13,680,0,1.9%,98.1%,0.0%,102,108,693,15.6%
146283,941,2237,State-funded primary,413,209,204,50.6%,49.4%,6,1.5%,28,6.8%,75,329,9,18.2%,79.7%,2.2%,32,34,413,8.2%
146284,852,4003,State-funded secondary,1032,508,524,49.2%,50.8%,15,1.5%,161,15.6%,101,931,0,9.8%,90.2%,0.0%,321,332,1032,32.2%
146287,878,6076,Independent school,7,7,0,100.0%,0.0%,1,14.3%,6,85.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146288,891,6041,Independent school,82,15,67,18.3%,81.7%,81,98.8%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146294,860,3486,State-funded primary,73,40,33,54.8%,45.2%,2,2.7%,5,6.8%,2,69,2,2.7%,94.5%,2.7%,7,7,73,9.6%
146295,860,3100,State-funded primary,116,52,64,44.8%,55.2%,2,1.7%,2,1.7%,6,110,0,5.2%,94.8%,0.0%,7,7,116,6.0%
146296,883,3605,State-funded primary,220,105,115,47.7%,52.3%,28,12.7%,17,7.7%,62,158,0,28.2%,71.8%,0.0%,43,49,208,23.6%
146297,383,2477,State-funded primary,389,199,190,51.2%,48.8%,2,0.5%,76,19.5%,106,283,0,27.2%,72.8%,0.0%,193,197,389,50.6%
146298,330,3362,State-funded primary,210,111,99,52.9%,47.1%,7,3.3%,33,15.7%,69,141,0,32.9%,67.1%,0.0%,39,39,210,18.6%
146299,883,3603,State-funded primary,597,305,292,51.1%,48.9%,12,2.0%,135,22.6%,164,433,0,27.5%,72.5%,0.0%,101,115,597,19.3%
146300,883,3512,State-funded primary,196,101,95,51.5%,48.5%,3,1.5%,20,10.2%,34,162,0,17.3%,82.7%,0.0%,30,46,196,23.5%
146301,873,6056,Independent school,75,32,43,42.7%,57.3%,1,1.3%,14,18.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146303,355,4003,State-funded secondary,344,160,184,46.5%,53.5%,17,4.9%,86,25.0%,22,322,0,6.4%,93.6%,0.0%,105,78,191,40.8%
146305,919,4031,State-funded secondary,947,447,500,47.2%,52.8%,45,4.8%,216,22.8%,72,868,7,7.6%,91.7%,0.7%,285,287,866,33.1%
146306,383,2027,State-funded primary,200,107,93,53.5%,46.5%,3,1.5%,24,12.0%,88,112,0,44.0%,56.0%,0.0%,95,98,200,49.0%
146307,869,2003,State-funded primary,167,95,72,56.9%,43.1%,4,2.4%,40,24.0%,15,152,0,9.0%,91.0%,0.0%,52,52,149,34.9%
146308,351,2010,State-funded primary,237,111,126,46.8%,53.2%,7,3.0%,35,14.8%,192,45,0,81.0%,19.0%,0.0%,87,87,210,41.4%
146309,311,4016,State-funded secondary,667,356,311,53.4%,46.6%,26,3.9%,138,20.7%,95,566,6,14.2%,84.9%,0.9%,177,179,667,26.8%
146310,873,2078,State-funded primary,246,128,118,52.0%,48.0%,11,4.5%,60,24.4%,64,182,0,26.0%,74.0%,0.0%,113,113,217,52.1%
146311,916,2063,State-funded primary,244,107,137,43.9%,56.1%,8,3.3%,101,41.4%,28,216,0,11.5%,88.5%,0.0%,68,69,244,28.3%
146312,815,2010,State-funded primary,390,201,189,51.5%,48.5%,11,2.8%,59,15.1%,18,372,0,4.6%,95.4%,0.0%,248,233,359,64.9%
146313,343,2004,State-funded primary,213,100,113,46.9%,53.1%,5,2.3%,23,10.8%,15,198,0,7.0%,93.0%,0.0%,37,37,171,21.6%
146314,891,2036,State-funded primary,308,160,148,51.9%,48.1%,1,0.3%,36,11.7%,20,288,0,6.5%,93.5%,0.0%,98,96,285,33.7%
146315,344,4003,State-funded secondary,1122,348,774,31.0%,69.0%,55,4.9%,150,13.4%,60,1062,0,5.3%,94.7%,0.0%,518,481,1003,48.0%
146316,353,4010,State-funded secondary,1004,467,537,46.5%,53.5%,21,2.1%,232,23.1%,132,872,0,13.1%,86.9%,0.0%,434,467,1004,46.5%
146318,307,4007,State-funded secondary,854,337,517,39.5%,60.5%,18,2.1%,109,12.8%,541,312,1,63.3%,36.5%,0.1%,384,354,721,49.1%
146319,926,2203,State-funded primary,131,60,71,45.8%,54.2%,9,6.9%,25,19.1%,55,74,2,42.0%,56.5%,1.5%,57,57,131,43.5%
146320,370,4012,State-funded secondary,1156,584,572,50.5%,49.5%,29,2.5%,68,5.9%,51,1070,35,4.4%,92.6%,3.0%,236,260,1156,22.5%
146322,830,2039,State-funded primary,105,63,42,60.0%,40.0%,2,1.9%,17,16.2%,6,99,0,5.7%,94.3%,0.0%,36,38,105,36.2%
146323,935,2225,State-funded primary,669,320,349,47.8%,52.2%,5,0.7%,79,11.8%,122,546,1,18.2%,81.6%,0.1%,77,78,630,12.4%
146325,908,4006,State-funded secondary,269,132,137,49.1%,50.9%,27,10.0%,25,9.3%,17,252,0,6.3%,93.7%,0.0%,85,85,269,31.6%
146326,916,2080,State-funded primary,198,98,100,49.5%,50.5%,17,8.6%,40,20.2%,18,180,0,9.1%,90.9%,0.0%,45,47,149,31.5%
146327,382,4006,State-funded secondary,1221,578,643,47.3%,52.7%,51,4.2%,215,17.6%,359,857,5,29.4%,70.2%,0.4%,519,522,1221,42.8%
146331,892,2021,State-funded primary,367,189,178,51.5%,48.5%,6,1.6%,41,11.2%,178,189,0,48.5%,51.5%,0.0%,136,133,309,43.0%
146332,935,6013,Independent school,59,17,42,28.8%,71.2%,59,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146333,811,6018,Independent school,3,0,3,0.0%,100.0%,3,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146335,933,6010,Independent school,13,0,13,0.0%,100.0%,13,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146339,383,6006,Independent school,63,12,51,19.0%,81.0%,55,87.3%,8,12.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146340,893,6036,Independent school,17,2,15,11.8%,88.2%,17,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146343,865,2047,State-funded primary,405,211,194,52.1%,47.9%,9,2.2%,67,16.5%,16,365,24,4.0%,90.1%,5.9%,69,69,405,17.0%
146344,865,4008,State-funded secondary,1271,633,638,49.8%,50.2%,52,4.1%,196,15.4%,58,1213,0,4.6%,95.4%,0.0%,261,265,1142,23.2%
146345,865,2048,State-funded primary,198,103,95,52.0%,48.0%,8,4.0%,32,16.2%,6,191,1,3.0%,96.5%,0.5%,21,21,198,10.6%
146346,865,2049,State-funded primary,91,46,45,50.5%,49.5%,5,5.5%,12,13.2%,2,89,0,2.2%,97.8%,0.0%,14,14,91,15.4%
146347,865,2050,State-funded primary,79,38,41,48.1%,51.9%,5,6.3%,7,8.9%,0,79,0,0.0%,100.0%,0.0%,13,14,79,17.7%
146348,865,2051,State-funded primary,151,85,66,56.3%,43.7%,13,8.6%,47,31.1%,18,129,4,11.9%,85.4%,2.6%,72,74,151,49.0%
146350,894,6012,Independent school,13,5,8,38.5%,61.5%,13,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146357,873,2081,State-funded primary,111,59,52,53.2%,46.8%,4,3.6%,23,20.7%,3,97,11,2.7%,87.4%,9.9%,18,19,106,17.9%
146358,333,2009,State-funded primary,411,190,221,46.2%,53.8%,6,1.5%,72,17.5%,73,338,0,17.8%,82.2%,0.0%,205,206,389,53.0%
146359,919,2088,State-funded primary,109,47,62,43.1%,56.9%,9,8.3%,18,16.5%,12,97,0,11.0%,89.0%,0.0%,57,58,99,58.6%
146360,855,6043,Independent school,49,11,38,22.4%,77.6%,48,98.0%,1,2.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146363,383,4078,State-funded secondary,913,448,465,49.1%,50.9%,8,0.9%,219,24.0%,257,645,11,28.1%,70.6%,1.2%,465,505,913,55.3%
146365,382,4007,State-funded secondary,929,439,490,47.3%,52.7%,37,4.0%,147,15.8%,420,509,0,45.2%,54.8%,0.0%,295,304,929,32.7%
146366,941,2238,State-funded primary,238,105,133,44.1%,55.9%,9,3.8%,32,13.4%,88,150,0,37.0%,63.0%,0.0%,79,79,199,39.7%
146367,382,4008,State-funded secondary,782,338,444,43.2%,56.8%,13,1.7%,150,19.2%,334,448,0,42.7%,57.3%,0.0%,269,271,782,34.7%
146368,208,2001,State-funded primary,304,153,151,50.3%,49.7%,14,4.6%,55,18.1%,131,166,7,43.1%,54.6%,2.3%,163,156,282,55.3%
146369,873,4014,State-funded secondary,733,372,361,50.8%,49.2%,25,3.4%,101,13.8%,58,660,15,7.9%,90.0%,2.0%,220,225,733,30.7%
146370,371,4010,State-funded secondary,746,380,366,50.9%,49.1%,11,1.5%,153,20.5%,251,481,14,33.6%,64.5%,1.9%,354,368,739,49.8%
146371,941,2239,State-funded primary,199,105,94,52.8%,47.2%,11,5.5%,15,7.5%,21,178,0,10.6%,89.4%,0.0%,19,19,169,11.2%
146372,929,2007,State-funded primary,225,92,133,40.9%,59.1%,14,6.2%,42,18.7%,0,225,0,0.0%,100.0%,0.0%,57,51,199,25.6%
146374,830,4011,State-funded secondary,814,381,433,46.8%,53.2%,22,2.7%,96,11.8%,21,714,79,2.6%,87.7%,9.7%,301,290,714,40.6%
146375,312,4024,State-funded secondary,209,27,182,12.9%,87.1%,9,4.3%,31,14.8%,30,179,0,14.4%,85.6%,0.0%,64,37,86,43.0%
146376,886,2107,State-funded primary,140,68,72,48.6%,51.4%,7,5.0%,18,12.9%,60,80,0,42.9%,57.1%,0.0%,62,62,140,44.3%
146377,825,4012,State-funded secondary,1111,541,570,48.7%,51.3%,64,5.8%,116,10.4%,182,925,4,16.4%,83.3%,0.4%,192,174,922,18.9%
146379,334,4003,State-funded secondary,1198,614,584,51.3%,48.7%,21,1.8%,228,19.0%,38,1142,18,3.2%,95.3%,1.5%,594,618,1118,55.3%
146380,931,2024,State-funded primary,227,100,127,44.1%,55.9%,12,5.3%,50,22.0%,51,176,0,22.5%,77.5%,0.0%,84,86,203,42.4%
146381,931,2025,State-funded primary,198,99,99,50.0%,50.0%,20,10.1%,65,32.8%,70,128,0,35.4%,64.6%,0.0%,73,74,168,44.0%
